demand_node_index,truck_node_index,distance,scaled_demand
demand9,truck5,184.75884282333888,4
demand9,truck10,249.79952407401797,2
demand9,truck16,188.7986107679457,4
demand9,truck18,134.96005763991636,6
demand9,truck21,146.5852478871439,5
demand9,truck22,212.6232648603734,3
demand9,truck23,379.70734317991105,0
demand9,truck25,533.4120906668578,0
demand9,truck26,415.8232984324408,0
demand9,truck27,390.557635816583,0
demand9,truck29,302.2334630493693,0
demand9,truck30,287.75827042116646,0
demand9,truck33,244.95712217848742,2
demand9,truck34,300.4574824447375,0
demand9,truck35,344.33599652297363,0
demand9,truck38,480.6277535315377,0
demand9,truck43,477.2714575063013,0
demand9,truck53,300.4409623858533,0
demand9,truck54,229.74013655403567,2
demand9,truck47,276.8559204227223,1
demand10,truck5,130.59529701731154,37
demand10,truck10,197.6665922375767,23
demand10,truck16,242.32390422182175,13
demand10,truck18,188.48535109379242,25
demand10,truck21,92.42170208111656,44
demand10,truck22,160.49033302393215,31
demand10,truck23,433.2326366337871,0
demand10,truck25,586.9373841207339,0
demand10,truck26,469.3485918863169,0
demand10,truck27,444.0829292704591,0
demand10,truck29,355.7587565032453,0
demand10,truck30,341.28356387504255,0
demand10,truck33,298.4824156323635,0
demand10,truck34,353.9827758986135,0
demand10,truck35,397.86128997684966,0
demand10,truck38,534.1530469854138,0
demand10,truck43,530.7967509601774,0
demand10,truck53,353.96625583972934,0
demand10,truck54,283.2654300079117,4
demand10,truck47,330.38121387659834,0
demand13,truck5,254.23139322338307,2
demand13,truck10,187.11340604062448,4
demand13,truck16,85.89880777308434,7
demand13,truck18,142.64652170072986,6
demand13,truck21,216.0577982871881,3
demand13,truck22,149.93714682697993,5
demand13,truck23,276.80754018504973,1
demand13,truck25,430.5122876719966,0
demand13,truck26,312.92349543757956,0
demand13,truck27,287.65783282172174,0
demand13,truck29,234.12864411447984,2
demand13,truck30,241.65163584628343,2
demand13,truck33,349.1937532392428,0
demand13,truck34,285.4095591778032,1
demand13,truck35,276.23117758808417,1
demand13,truck38,377.7279505366764,0
demand13,truck43,409.7683240077469,0
demand13,truck53,197.54115939099202,4
demand13,truck54,161.63531761914626,5
demand13,truck47,208.75110148783287,3
demand20,truck5,358.9965589381484,0
demand20,truck10,291.87857175538977,1
demand20,truck16,148.93651249898173,17
demand20,truck18,205.68422642662725,10
demand20,truck21,320.8229640019534,0
demand20,truck22,254.70231254174521,5
demand20,truck23,138.98464014513195,18
demand20,truck25,300.8771501432732,0
demand20,truck26,203.70461640684675,11
demand20,truck27,178.43895379098896,13
demand20,truck29,207.47494007658136,10
demand20,truck30,214.99793180838495,9
demand20,truck33,322.54004920134435,0
demand20,truck34,258.7558551399047,5
demand20,truck35,249.57747355018574,6
demand20,truck38,268.50907150594367,3
demand20,truck43,383.11461996984843,0
demand20,truck53,59.7182593510742,22
demand20,truck54,134.98161358124779,18
demand20,truck47,182.0973974499344,13
demand21,truck5,296.344252168849,0
demand21,truck10,229.22626498609037,3
demand21,truck16,86.28420572968233,8
demand21,truck18,143.03191965732785,6
demand21,truck21,258.170657232654,2
demand21,truck22,192.05000577244581,4
demand21,truck23,195.0020235736848,4
demand21,truck25,348.70677106063164,0
demand21,truck26,231.1179788262146,3
demand21,truck27,205.8523162103568,4
demand21,truck29,234.51404207107785,3
demand21,truck30,242.03703380288144,2
demand21,truck33,349.57915119584084,0
demand21,truck34,285.7949571344012,1
demand21,truck35,276.6165755446822,1
demand21,truck38,295.92243392531145,0
demand21,truck43,410.1537219643449,0
demand21,truck53,115.73564277962706,7
demand21,truck54,162.02071557574428,6
demand21,truck47,209.13649944443088,4
demand22,truck5,299.1331695563466,0
demand22,truck10,233.0863211119511,3
demand22,truck16,172.0854078058788,6
demand22,truck18,118.24685467784947,9
demand22,truck21,260.9595746201516,2
demand22,truck22,195.91006189830654,5
demand22,truck23,345.9521838714854,0
demand22,truck25,473.44807328100563,0
demand22,truck26,355.8592810465886,0
demand22,truck27,330.59361843073077,0
demand22,truck29,178.53418875428,6
demand22,truck30,186.05718048608358,6
demand22,truck33,253.34248225981491,2
demand22,truck34,229.81510381760333,4
demand22,truck35,220.63672222788438,4
demand22,truck38,420.66373614568545,0
demand22,truck43,354.1738686475471,0
demand22,truck53,266.68580307742764,2
demand22,truck54,167.97364399844164,7
demand22,truck47,153.15664612763302,7
demand23,truck5,194.0797300500913,26
demand23,truck10,259.12041130077034,10
demand23,truck16,198.11949799469812,25
demand23,truck18,144.2809448666688,39
demand23,truck21,155.90613511389634,36
demand23,truck22,221.94415208712581,20
demand23,truck23,389.0282304066635,0
demand23,truck25,542.7329778936103,0
demand23,truck26,425.1441856591933,0
demand23,truck27,399.87852304333546,0
demand23,truck29,251.71165680350398,12
demand23,truck30,236.99551598174736,16
demand23,truck33,194.19436773906827,26
demand23,truck34,249.6947280053183,13
demand23,truck35,293.8141902771083,2
demand23,truck38,489.94864075829014,0
demand23,truck43,426.5087030668821,0
demand23,truck53,309.7618496126058,0
demand23,truck54,239.06102378078808,15
demand23,truck47,226.334114176857,18
demand25,truck5,337.7913339681488,0
demand25,truck10,402.83201521882785,0
demand25,truck16,327.7954094821207,0
demand25,truck18,287.9925487847263,2
demand25,truck21,299.6177390319538,0
demand25,truck22,365.65575600518326,0
demand25,truck23,429.0127331302902,0
demand25,truck25,529.6240693411983,0
demand25,truck26,412.03527710678134,0
demand25,truck27,386.7696144909235,0
demand25,truck29,234.71018481447274,10
demand25,truck30,177.4946723825768,19
demand25,truck33,134.6935241398977,26
demand25,truck34,190.1938844061477,17
demand25,truck35,234.89510910251087,10
demand25,truck38,436.1054975721155,0
demand25,truck43,367.0078594677115,0
demand25,truck53,349.74635233623246,0
demand25,truck54,251.03419325724653,8
demand25,truck47,209.33264218782574,14
demand28,truck5,513.5032484965402,0
demand28,truck10,429.8497010796797,0
demand28,truck16,303.4432020573736,0
demand28,truck18,360.1909159850191,0
demand28,truck21,475.3296535603452,0
demand28,truck22,409.209002100137,0
demand28,truck23,120.19438641403774,6
demand28,truck25,197.07315465818,4
demand28,truck26,79.48436242376299,7
demand28,truck27,115.74967532049355,6
demand28,truck29,251.9623688127981,2
demand28,truck30,316.41121009073805,0
demand28,truck33,403.22981598016264,0
demand28,truck34,339.445621918723,0
demand28,truck35,294.06490228640246,0
demand28,truck38,144.28881752285986,5
demand28,truck43,426.6447295545823,0
demand28,truck53,190.0308563904217,4
demand28,truck54,289.48830313963964,0
demand28,truck47,283.5106757322875,1
demand30,truck5,577.1003100716722,0
demand30,truck10,509.98232288891364,0
demand30,truck16,367.0402636325056,0
demand30,truck18,423.78797756015115,0
demand30,truck21,538.9267151354773,0
demand30,truck22,472.80606367526906,0
demand30,truck23,217.6081176796977,12
demand30,truck25,82.93124096864916,28
demand30,truck26,143.08142399889505,22
demand30,truck27,179.34673689562564,17
demand30,truck29,315.55943038793015,0
demand30,truck30,380.00827166587015,0
demand30,truck33,466.8268775552947,0
demand30,truck34,403.04268349385507,0
demand30,truck35,357.6619638615345,0
demand30,truck38,207.88587909799193,13
demand30,truck43,490.24179112971433,0
demand30,truck53,287.44458765608164,2
demand30,truck54,353.0853647147717,0
demand30,truck47,347.1077373074196,0
demand31,truck5,541.8505231734092,0
demand31,truck10,474.73253599065066,0
demand31,truck16,331.79047673424265,0
demand31,truck18,388.53819066188817,0
demand31,truck21,503.67692823721427,0
demand31,truck22,437.5562767770061,0
demand31,truck23,182.35833078143472,16
demand31,truck25,225.42042933504905,10
