demand_node_index,truck_node_index,distance,scaled_demand
demand0,truck3,332.05138430149566,0
demand0,truck7,84.9690140143737,65
demand0,truck12,231.98561182628265,22
demand0,truck13,158.02610754668802,46
demand0,truck14,207.25030701282463,30
demand0,truck16,364.3684782448691,0
demand0,truck17,383.2559204197206,0
demand0,truck19,487.7600521551031,0
demand0,truck20,510.9787062640242,0
demand0,truck21,412.3890608502414,0
demand0,truck27,376.39983467277483,0
demand0,truck28,435.05841620417345,0
demand0,truck30,519.2489095551751,0
demand0,truck31,603.7250246701349,0
demand0,truck34,563.0068328866948,0
demand0,truck35,553.8284512969759,0
demand0,truck36,576.8418099894953,0
demand0,truck37,500.74446620775217,0
demand0,truck41,583.8268241365848,0
demand0,truck42,661.7069340263463,0
demand0,truck43,687.2948889068637,0
demand0,truck50,580.5165553080349,0
demand0,truck52,366.4744029347084,0
demand0,truck53,337.25591604200184,0
demand0,truck44,472.38760140714214,0
demand0,truck47,486.34837519672453,0
demand0,truck56,577.7253242469844,0
demand1,truck3,347.96943380882016,0
demand1,truck7,81.4752662509253,65
demand1,truck12,228.49186406283425,23
demand1,truck13,154.53235978323963,47
demand1,truck14,203.75655924937624,31
demand1,truck16,360.87473048142067,0
demand1,truck17,379.7621726562722,0
demand1,truck19,484.26630439165467,0
demand1,truck20,507.48495850057583,0
demand1,truck21,408.895313086793,0
demand1,truck27,372.9060869093264,0
demand1,truck28,431.56466844072503,0
demand1,truck30,515.7551617917267,0
demand1,truck31,600.2312769066864,0
demand1,truck34,559.5130851232464,0
demand1,truck35,550.3347035335274,0
demand1,truck36,573.3480622260469,0
demand1,truck37,497.25071844430374,0
demand1,truck41,580.3330763731364,0
demand1,truck42,658.2131862628978,0
demand1,truck43,683.8011411434152,0
demand1,truck50,577.0228075445864,0
demand1,truck52,362.98065517125997,0
demand1,truck53,333.7621682785534,0
demand1,truck44,468.8938536436937,0
demand1,truck47,482.8546274332761,0
demand1,truck56,574.2315764835361,0
demand2,truck3,214.1894677350949,19
demand2,truck7,161.8319905174385,31
demand2,truck12,74.73390674302166,45
demand2,truck13,234.88908404975282,15
demand2,truck14,186.66370020319573,26
demand2,truck16,270.43966913836493,7
demand2,truck17,289.32711131321645,2
demand2,truck19,392.9276149840903,0
demand2,truck20,414.8516356766123,0
demand2,truck21,316.2619902628295,0
demand2,truck27,355.8132278631459,0
demand2,truck28,414.47180939454455,0
demand2,truck30,425.3201004486709,0
demand2,truck31,509.7962155636307,0
demand2,truck34,469.07802378019073,0
demand2,truck35,459.8996421904717,0
demand2,truck36,482.9837096927662,0
demand2,truck37,480.15785939812326,0
demand2,truck41,563.2402173269559,0
demand2,truck42,567.8488337296171,0
demand2,truck43,593.4367886101345,0
demand2,truck50,559.9299484984059,0
demand2,truck52,272.54559382820423,6
demand2,truck53,243.3271069354977,13
demand2,truck44,378.458792300638,0
demand2,truck47,392.41956609022037,0
demand2,truck56,482.8928870759717,0
demand9,truck3,334.7839255060671,0
demand9,truck7,473.805742031537,0
demand9,truck12,386.9532771386814,0
demand9,truck13,395.0220100905935,0
demand9,truck14,346.67332845530996,0
demand9,truck16,188.7986107679457,22
demand9,truck17,172.89106888282524,25
demand9,truck19,70.51638792743019,40
demand9,truck20,68.22694272294966,40
demand9,truck21,146.5852478871439,31
demand9,truck27,390.557635816583,0
demand9,truck28,382.47776627548706,0
demand9,truck30,287.75827042116646,2
demand9,truck31,201.38944963598993,20
demand9,truck34,300.4574824447375,0
demand9,truck35,344.33599652297363,0
demand9,truck36,367.4200640252681,0
demand9,truck37,448.16381627906577,0
demand9,truck41,530.9422790892111,0
demand9,truck42,451.683502625784,0
demand9,truck43,477.2714575063013,0
demand9,truck50,656.2053319644314,0
demand9,truck52,274.3421072135124,5
demand9,truck53,300.4409623858533,0
demand9,truck44,262.8951466331399,7
demand9,truck47,276.8559204227223,5
demand9,truck56,160.48166001931162,28
demand11,truck3,291.6450169756394,2
demand11,truck7,296.537830201376,1
demand11,truck12,210.58899337302893,25
demand11,truck13,217.75409826043241,23
demand11,truck14,169.4054166251489,36
demand11,truck16,63.718556287182246,55
demand11,truck17,82.60599846203378,55
demand11,truck19,187.11013019741625,31
demand11,truck20,225.8413353346613,20
demand11,truck21,235.6050077901539,18
demand11,truck27,265.47758133581965,9
demand11,truck28,292.1926958546955,2
demand11,truck30,219.47138436038134,22
demand11,truck31,303.9474994753411,0
demand11,truck34,263.2293076919011,10
demand11,truck35,254.05092610218213,13
demand11,truck36,277.13499360447656,6
demand11,truck37,357.8787458582742,0
demand11,truck41,440.9611037871069,0
demand11,truck42,362.0001176413275,0
demand11,truck43,387.5880725218448,0
demand11,truck50,531.125277483668,0
demand11,truck52,149.26205273274894,41
demand11,truck53,149.68702770771952,41
demand11,truck44,172.61007621234842,35
demand11,truck47,186.57085000193078,31
demand11,truck56,277.07540228929764,6
demand12,truck3,289.41234558822754,2
demand12,truck7,238.103882905409,12
demand12,truck12,149.95678459615428,30
demand12,truck13,216.52407362733103,17
demand12,truck14,168.1753919920475,26
demand12,truck16,175.56956527748537,25
demand12,truck17,194.45700745233688,21
demand12,truck19,298.96113918771937,0
demand12,truck20,337.6923443249643,0
demand12,truck21,317.6126277228594,0
demand12,truck27,293.8910185703953,1
demand12,truck28,352.54960010179394,0
demand12,truck30,330.4499965877914,0
demand12,truck31,414.9261117027512,0
demand12,truck34,374.2079199193112,0
demand12,truck35,365.0295383295922,0
demand12,truck36,388.1136058318867,0
demand12,truck37,418.23565010537266,0
