demand_node_index,truck_node_index,distance,scaled_demand
demand2,truck2,110.3793414895847,10
demand2,truck3,214.1894677350949,5
demand2,truck7,161.8319905174385,8
demand2,truck8,113.77854156039554,10
demand2,truck9,111.96374968712873,10
demand2,truck10,212.76620832221823,5
demand2,truck11,176.4806383321785,7
demand2,truck12,74.73390674302166,11
demand2,truck13,234.88908404975282,4
demand2,truck14,186.66370020319573,6
demand2,truck15,190.35975427783865,6
demand2,truck16,270.43966913836493,2
demand2,truck17,289.32711131321645,1
demand2,truck19,392.9276149840903,0
demand2,truck22,250.14133880262133,3
demand2,truck25,408.98857148468085,0
demand2,truck27,355.8132278631459,0
demand2,truck28,414.47180939454455,0
demand2,truck38,384.3523700655122,0
demand2,truck40,464.445372604124,0
demand2,truck53,243.3271069354977,3
demand2,truck54,345.3037822215337,0
demand2,truck47,392.41956609022037,0
demand8,truck2,194.74108959978156,4
demand8,truck3,93.99987640131991,8
demand8,truck7,310.01871782216233,0
demand8,truck8,261.96526886511936,2
demand8,truck9,197.97682796116558,4
demand8,truck10,97.78763703121538,8
demand8,truck11,61.20811640195792,8
demand8,truck12,160.7469850170585,6
demand8,truck13,383.0758113544766,0
demand8,truck14,334.85042750791956,0
demand8,truck15,276.37283255187543,1
demand8,truck16,236.4986157331893,3
demand8,truck17,249.2361949534079,2
demand8,truck19,277.9490436930875,1
demand8,truck22,135.16276751161848,7
demand8,truck25,557.1752987894048,0
demand8,truck27,438.2576407818266,0
demand8,truck28,458.8228923460697,0
demand8,truck38,528.3277584967813,0
demand8,truck40,608.420761035393,0
demand8,truck53,329.34018520953447,0
demand8,truck54,306.0852626246183,0
demand8,truck47,353.20104649330494,0
demand11,truck2,246.234428119592,3
demand11,truck3,291.6450169756394,0
demand11,truck7,296.537830201376,0
demand11,truck8,250.43514193574634,3
demand11,truck9,173.94659592403326,7
demand11,truck10,206.6606155435903,5
demand11,truck11,244.56945063237086,3
demand11,truck12,210.58899337302893,5
demand11,truck13,217.75409826043241,5
demand11,truck14,169.4054166251489,7
demand11,truck15,96.71967505006045,11
demand11,truck16,63.718556287182246,11
demand11,truck17,82.60599846203378,11
demand11,truck19,187.11013019741625,6
demand11,truck22,169.48435632994574,7
demand11,truck25,390.8459184999185,0
demand11,truck27,265.47758133581965,2
demand11,truck28,292.1926958546955,0
demand11,truck38,355.54769905077427,0
demand11,truck40,435.6407015893861,0
demand11,truck53,149.68702770771952,8
demand11,truck54,139.45506613324417,9
demand11,truck47,186.57085000193078,6
demand12,truck2,185.60221934271732,6
demand12,truck3,289.41234558822754,1
demand12,truck7,238.103882905409,3
demand12,truck8,190.05043394836605,5
demand12,truck9,113.3143871471586,9
demand12,truck10,214.1168457822481,4
demand12,truck11,251.70351618531112,2
demand12,truck12,149.95678459615428,8
demand12,truck13,216.52407362733103,4
demand12,truck14,168.1753919920475,7
demand12,truck15,95.48965041695907,10
demand12,truck16,175.56956527748537,6
demand12,truck17,194.45700745233688,5
demand12,truck19,298.96113918771937,0
demand12,truck22,251.4919762626512,2
demand12,truck25,389.61589386681715,0
demand12,truck27,293.8910185703953,0
demand12,truck28,352.54960010179394,0
demand12,truck38,364.9796924476485,0
demand12,truck40,445.0726949862603,0
demand12,truck53,148.45700307461814,8
demand12,truck54,250.43367836065423,2
demand12,truck47,297.54946222934086,0
demand13,truck2,320.60253695489166,0
demand13,truck3,272.0978074726736,3
demand13,truck7,370.90593903667565,0
demand13,truck8,324.803250771046,0
demand13,truck9,248.31470475933293,5
demand13,truck10,187.11340604062448,11
demand13,truck11,225.02224112940505,7
demand13,truck12,284.9571022083286,1
demand13,truck13,292.1222070957321,1
demand13,truck14,243.77352546044855,5
demand13,truck15,171.08778388536015,12
demand13,truck16,85.89880777308434,19
demand13,truck17,104.78624994793587,19
demand13,truck19,209.29038168331834,9
demand13,truck22,149.93714682697993,14
demand13,truck25,430.5122876719966,0
demand13,truck27,287.65783282172174,1
demand13,truck28,314.3729473405976,0
demand13,truck38,377.7279505366764,0
demand13,truck40,457.8209530752882,0
demand13,truck53,197.54115939099202,10
demand13,truck54,161.63531761914626,13
demand13,truck47,208.75110148783287,9
demand14,truck2,191.2850481354415,11
demand14,truck3,295.09517438095173,0
demand14,truck7,243.78671169813313,6
demand14,truck8,195.7332627410902,10
demand14,truck9,118.99721593988276,18
demand14,truck10,219.7996745749723,8
demand14,truck11,257.3863449780353,4
demand14,truck12,155.63961338887844,14
demand14,truck13,199.63489214255472,10
demand14,truck14,151.2862105072712,15
demand14,truck15,78.60046893218275,20
demand14,truck16,158.68038379270902,14
demand14,truck17,177.56782596756054,12
demand14,truck19,282.07195770294305,2
demand14,truck22,257.1748050553754,4
demand14,truck25,372.72671238204083,0
demand14,truck27,277.00183708561906,2
demand14,truck28,335.6604186170177,0
demand14,truck38,348.0905109628722,0
demand14,truck40,428.183513501484,0
demand14,truck53,131.56782158984183,17
demand14,truck54,233.5444968758779,7
demand14,truck47,280.66028074456455,2
demand15,truck2,212.1068867209804,5
demand15,truck3,315.91701296649063,0
demand15,truck7,128.84519816661552,10
demand15,truck8,80.79174920957256,12
demand15,truck9,152.56666042267534,9
demand15,truck10,253.36911905776486,3
demand15,truck11,278.2081835635742,1
demand15,truck12,176.46145197441737,7
demand15,truck13,155.1835606499316,9
demand15,truck14,106.83487901464807,12
demand15,truck15,183.87313538616624,7
demand15,truck16,263.9530502466925,2
demand15,truck17,282.840492421544,1
demand15,truck19,387.3446241569265,0
demand15,truck22,290.74424953816794,1
demand15,truck25,329.1597502961331,0
demand15,truck27,275.98440667459823,1
demand15,truck28,334.64298820599686,0
demand15,truck38,304.5235488769645,0
demand15,truck40,384.61655141557634,0
demand15,truck53,236.8404880438253,4
demand15,truck54,338.81716332986133,0
demand15,truck47,385.932947198548,0
demand16,truck2,294.7291004711801,0
demand16,truck3,398.53922671669034,0
demand16,truck7,158.5409106495232,4
demand16,truck8,163.41396295977228,4
demand16,truck9,235.18887417287505,2
demand16,truck10,335.99133280796457,0
demand16,truck11,360.830397313774,0
demand16,truck12,259.0836657246171,1
demand16,truck13,79.75717870857969,6
demand16,truck14,82.38423764917482,6
demand16,truck15,159.422494020693,4
demand16,truck16,239.50240888121925,2
demand16,truck17,258.38985105607077,1
demand16,truck19,362.89398279145325,0
demand16,truck22,345.2682089239827,0
demand16,truck25,304.70910893065985,0
demand16,truck27,251.53376530912502,1
demand16,truck28,310.1923468405236,0
demand16,truck38,280.07290751149134,1
demand16,truck40,360.16591005010315,0
demand16,truck53,212.38984667835206,3
demand16,truck54,314.3665219643881,0
demand16,truck47,361.48230583307475,0
demand17,truck2,351.804233976004,0
demand17,truck3,455.61436022151423,0
demand17,truck7,266.5917847302257,3
demand17,truck8,220.48909646459612,7
demand17,truck9,292.2640076776989,1
demand17,truck10,393.0664663127884,0
demand17,truck11,417.9055308185978,0
demand17,truck12,316.15879922944094,0
demand17,truck13,187.8080527892822,10
demand17,truck14,139.45937115399866,14
demand17,truck15,216.49762752551683,7
demand17,truck16,296.5775423860431,0
demand17,truck17,315.4649845608946,0
demand17,truck19,419.9691162962771,0
demand17,truck22,402.3433424288065,0
demand17,truck25,274.6571220282993,2
demand17,truck27,221.48177840676445,7
demand17,truck28,280.14035993816304,2
demand17,truck38,250.02092060913074,4
demand17,truck40,330.1139231477426,0
demand17,truck53,182.601082006542,10
demand17,truck54,284.57775729257804,1
demand17,truck47,331.6935411612647,0
demand18,truck2,240.33272702421914,2
demand18,truck3,344.14285326972936,0
demand18,truck7,290.63612910600307,0
demand18,truck8,244.5334408403735,2
demand18,truck9,168.0448948286604,4
demand18,truck10,268.8473534637499,1
demand18,truck11,306.43402386681294,0
demand18,truck12,204.68729227765607,3
demand18,truck13,211.85239716505956,3
demand18,truck14,163.50371552977603,4
demand18,truck15,90.81797395468759,6
demand18,truck16,170.8978888152139,4
demand18,truck17,189.7853309900654,3
demand18,truck19,294.2894627254479,0
demand18,truck22,276.6636888579773,1
demand18,truck25,317.13990378129864,0
demand18,truck27,221.41502848487693,2
demand18,truck28,280.07361001627555,1
demand18,truck38,292.5037023621301,0
demand18,truck40,372.59670490074194,0
demand18,truck53,75.9810129890997,6
demand18,truck54,177.95768827513578,4
demand18,truck47,225.07347214382239,2
demand19,truck2,298.3350231803236,0
demand19,truck3,402.14514942583384,0
demand19,truck7,265.6531677040791,2
demand19,truck8,219.55047943844954,4
demand19,truck9,226.04719098476488,4
demand19,truck10,326.8496496198544,0
demand19,truck11,364.4363200229174,0
demand19,truck12,262.68958843376055,2
demand19,truck13,186.86943576313558,6
demand19,truck14,138.52075412785206,8
demand19,truck15,148.82027011079208,8
demand19,truck16,202.38620781929112,5
demand19,truck17,221.27364999414263,4
demand19,truck19,325.7777817295251,0
demand19,truck22,308.1520078620546,0
demand19,truck25,244.36504461914112,3
demand19,truck27,191.1897009976063,5
demand19,truck28,249.8482825290049,3
demand19,truck38,219.7288431999726,4
demand19,truck40,299.8218457385844,0
demand19,truck53,86.45463361552113,10
demand19,truck54,188.4313089015572,6
demand19,truck47,235.54709277024378,3
demand20,truck2,271.59864891587665,1
demand20,truck3,375.40877516138687,0
demand20,truck7,321.9020509976606,0
demand20,truck8,275.799362732031,1
demand20,truck9,199.31081672031792,3
demand20,truck10,291.87857175538977,0
demand20,truck11,329.7874068441704,0
demand20,truck12,235.95321416931358,2
demand20,truck13,243.11831905671707,1
demand20,truck14,194.76963742143354,3
demand20,truck15,122.08389584634513,4
demand20,truck16,148.93651249898173,4
demand20,truck17,167.82395467383324,3
demand20,truck19,272.3280864092157,1
demand20,truck22,254.70231254174521,1
demand20,truck25,300.8771501432732,0
demand20,truck27,178.43895379098896,3
demand20,truck28,237.09753532238756,2
demand20,truck38,268.50907150594367,1
demand20,truck40,348.6020740445554,0
demand20,truck53,59.7182593510742,5
demand20,truck54,134.98161358124779,4
demand20,truck47,182.0973974499344,3
demand21,truck2,320.9879349114897,0
demand21,truck3,314.2106664181395,0
demand21,truck7,371.29133699327366,0
demand21,truck8,325.188648727644,0
demand21,truck9,248.70010271593094,1
demand21,truck10,229.22626498609037,2
demand21,truck11,267.135100074871,1
demand21,truck12,285.3425001649266,0
demand21,truck13,292.5076050523301,0
demand21,truck14,244.15892341704657,1
demand21,truck15,171.47318184195817,3
demand21,truck16,86.28420572968233,5
demand21,truck17,105.17164790453386,5
demand21,truck19,209.67577963991633,2
demand21,truck22,192.05000577244581,3
demand21,truck25,348.70677106063164,0
demand21,truck27,205.8523162103568,2
demand21,truck28,264.5108977417554,1
demand21,truck38,295.92243392531145,0
demand21,truck40,376.0154364639232,0
demand21,truck53,115.73564277962706,5
demand21,truck54,162.02071557574428,3
demand21,truck47,209.13649944443088,2
demand28,truck2,388.5874687428952,0
demand28,truck3,492.39759498840544,0
demand28,truck7,303.37501949711697,0
demand28,truck8,257.2723312314874,3
demand28,truck9,329.04724244459015,0
demand28,truck10,429.8497010796797,0
demand28,truck11,454.688765585489,0
demand28,truck12,352.94203399633216,0
demand28,truck13,224.59128755617343,5
demand28,truck14,176.2426059208899,7
demand28,truck15,252.39649288569262,3
demand28,truck16,303.4432020573736,0
demand28,truck17,322.3306442322251,0
demand28,truck19,426.8347759676076,0
demand28,truck22,409.209002100137,0
demand28,truck25,197.07315465818,6
demand28,truck27,115.74967532049355,11
demand28,truck28,174.40825685189216,8
demand28,truck38,144.28881752285986,9
