demand_node_index,truck_node_index,distance,scaled_demand
demand0,truck3,332.05138430149566,0
demand0,truck14,207.25030701282463,5
demand0,truck16,364.3684782448691,0
demand0,truck19,487.7600521551031,0
demand0,truck21,412.3890608502414,0
demand0,truck27,376.39983467277483,0
demand0,truck28,435.05841620417345,0
demand0,truck30,519.2489095551751,0
demand0,truck35,553.8284512969759,0
demand0,truck36,576.8418099894953,0
demand0,truck41,583.8268241365848,0
demand0,truck50,580.5165553080349,0
demand0,truck52,366.4744029347084,0
demand0,truck44,472.38760140714214,0
demand0,truck47,486.34837519672453,0
demand0,truck56,577.7253242469844,0
demand11,truck3,291.6450169756394,2
demand11,truck14,169.4054166251489,29
demand11,truck16,63.718556287182246,45
demand11,truck19,187.11013019741625,25
demand11,truck21,235.6050077901539,14
demand11,truck27,265.47758133581965,8
demand11,truck28,292.1926958546955,2
demand11,truck30,219.47138436038134,18
demand11,truck35,254.05092610218213,10
demand11,truck36,277.13499360447656,5
demand11,truck41,440.9611037871069,0
demand11,truck50,531.125277483668,0
demand11,truck52,149.26205273274894,34
demand11,truck44,172.61007621234842,29
demand11,truck47,186.57085000193078,26
demand11,truck56,277.07540228929764,5
demand12,truck3,289.41234558822754,3
demand12,truck14,168.1753919920475,33
demand12,truck16,175.56956527748537,31
demand12,truck19,298.96113918771937,0
demand12,truck21,317.6126277228594,0
demand12,truck27,293.8910185703953,2
demand12,truck28,352.54960010179394,0
demand12,truck30,330.4499965877914,0
demand12,truck35,365.0295383295922,0
demand12,truck36,388.1136058318867,0
demand12,truck41,501.3180080342053,0
demand12,truck50,540.5572708805422,0
demand12,truck52,177.67548996732467,31
demand12,truck44,283.58868843975847,4
demand12,truck47,297.54946222934086,1
demand12,truck56,388.9264112796008,0
demand15,truck3,315.91701296649063,0
demand15,truck14,106.83487901464807,19
demand15,truck16,263.9530502466925,4
demand15,truck19,387.3446241569265,0
demand15,truck21,356.86490099837613,0
demand15,truck27,275.98440667459823,2
demand15,truck28,334.64298820599686,0
demand15,truck30,418.83348155699855,0
demand15,truck35,453.4130232987993,0
demand15,truck36,476.4263819913187,0
demand15,truck41,483.4113961384083,0
demand15,truck50,480.10112730985827,0
demand15,truck52,266.05897493653185,3
demand15,truck44,371.9721734089656,0
demand15,truck47,385.932947198548,0
demand15,truck56,477.3098962488079,0
demand16,truck3,398.53922671669034,0
demand16,truck14,82.38423764917482,45
demand16,truck16,239.50240888121925,14
demand16,truck19,362.89398279145325,0
demand16,truck21,411.3888603841909,0
demand16,truck27,251.53376530912502,11
demand16,truck28,310.1923468405236,0
demand16,truck30,394.3828401915253,0
demand16,truck35,428.96238193332607,0
demand16,truck36,451.97574062584545,0
demand16,truck41,458.960754772935,0
demand16,truck50,455.6504859443851,0
demand16,truck52,241.60833357105858,13
demand16,truck44,347.52153204349236,0
demand16,truck47,361.48230583307475,0
demand16,truck56,452.8592548833347,0
demand18,truck3,344.14285326972936,0
demand18,truck14,163.50371552977603,31
demand18,truck16,170.8978888152139,29
demand18,truck19,294.2894627254479,1
demand18,truck21,342.7843403181855,0
demand18,truck27,221.41502848487693,18
demand18,truck28,280.07361001627555,4
demand18,truck30,257.9740065022729,9
demand18,truck35,292.5535482440737,2
demand18,truck36,315.63761574636817,0
demand18,truck41,428.842017948687,0
demand18,truck50,468.0812807950239,0
demand18,truck52,105.19949988180623,44
demand18,truck44,211.11269835424002,20
demand18,truck47,225.07347214382239,17
demand18,truck56,316.58530597288876,0
demand19,truck3,402.14514942583384,0
demand19,truck14,138.52075412785206,12
demand19,truck16,202.38620781929112,7
demand19,truck19,325.7777817295251,0
demand19,truck21,374.27265932226277,0
demand19,truck27,191.1897009976063,8
demand19,truck28,249.8482825290049,4
demand19,truck30,268.4476271286943,2
demand19,truck35,303.0271688704951,0
demand19,truck36,326.11123637278956,0
demand19,truck41,398.61669046141634,0
demand19,truck50,395.3064216328663,0
demand19,truck52,115.67312050822767,14
demand19,truck44,221.58631898066142,6
demand19,truck47,235.54709277024378,5
demand19,truck56,327.05892659931015,0
demand20,truck3,375.40877516138687,0
demand20,truck14,194.76963742143354,24
demand20,truck16,148.93651249898173,34
demand20,truck19,272.3280864092157,6
demand20,truck21,320.8229640019534,0
demand20,truck27,178.43895379098896,27
demand20,truck28,237.09753532238756,14
demand20,truck30,214.99793180838495,19
demand20,truck35,249.57747355018574,11
demand20,truck36,272.6615410524802,6
demand20,truck41,385.865943254799,0
demand20,truck50,444.08664993883735,0
demand20,truck52,62.22342518791825,45
demand20,truck44,168.13662366035203,30
demand20,truck47,182.0973974499344,27
demand20,truck56,273.60923127900077,6
demand22,truck3,318.07072254400026,0
demand22,truck14,329.960125493243,0
demand22,truck16,172.0854078058788,22
demand22,truck19,184.89071466043794,20
demand22,truck21,260.9595746201516,7
demand22,truck27,330.59361843073077,0
demand22,truck28,258.77849198039775,7
demand22,truck30,186.05718048608358,20
demand22,truck35,220.63672222788438,14
demand22,truck36,243.7207897301788,10
demand22,truck41,407.5468999128091,0
demand22,truck50,596.2413145785791,0
demand22,truck52,240.58694790508665,10
demand22,truck44,139.19587233805066,28
demand22,truck47,153.15664612763302,26
demand22,truck56,168.8670201006391,23
demand23,truck3,344.10481273281954,0
demand23,truck14,355.99421568206236,0
demand23,truck16,198.11949799469812,20
demand23,truck19,79.83727515418263,40
